Device,BatterymAh,price_prep,Chipset,GPU,display_type_prep,Brand,GPRS,EDGE,LunchDate,Status,Weight,Body_x,Body_y,Body_z,DisplaySize,DisplayArea,pixel_y,pixel_x,Display_Resolution_ratio,ppi_dencity,OS,CPUCoreCount,main_camera_configuration,selfie_camera_configuration,has_loudspeaker,has_jack,WLAN,NFC,bluetooth_version
Desire 530,2200,170 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,Super,HTC287,False,False,2016.0,"February. Released 2016, March",140.0,146.9,70.9,8.3,5.0,66.2,720.0,1280.0,16:9,294.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/nWi-Fi 802.11 a/b/g/n/ac,True,4.1
Desire 600 dual sim,1860,290 EUR,Qualcomm MSM8625Q Snapdragon 200 (45 nm),Adreno 203,Super,HTC287,False,False,2013.0,"May. Released 2013, June",130.0,134.8,67.0,9.3,4.5,61.8,540.0,960.0,16:9,245.0,Android 4.1.2 ,4.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,True,4.0
Desire 601,2100,230 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,TFT,HTC287,False,False,2013.0,"September. Released 2013, October",130.0,134.5,66.7,9.9,4.5,62.2,540.0,960.0,16:9,245.0,Android 4.2.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Desire 601 dual sim,2100,270 EUR,None,Broadcom VideoCore IV,TFT,HTC287,False,False,2013.0,"November. Released 2013, December",130.0,134.5,66.7,9.9,4.5,62.2,540.0,960.0,16:9,245.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Desire 610,2040,200 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,IPS,HTC287,False,False,2014.0,"February. Released 2014, May",143.5,143.1,70.5,9.6,4.7,60.4,540.0,960.0,16:9,234.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Desire 612,2040,240 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,Super,HTC287,False,False,2014.0,"October. Released 2014, October",146.0,143.8,70.4,9.4,4.7,60.2,540.0,960.0,16:9,234.0,Android 4.4.2 ,4.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,4.0
Desire 616 dual sim,2000,180 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,IPS,HTC287,False,False,2014.0,"May. Released 2014, June",150.0,142.0,71.9,9.2,5.0,67.5,720.0,1280.0,16:9,294.0,Android 4.2.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 620,2100,180 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,Super,HTC287,False,False,2014.0,"December. Released 2014, December",160.0,150.1,72.7,9.6,5.0,63.2,720.0,1280.0,16:9,294.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 620G dual sim,2100,190 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,Super,HTC287,False,False,2014.0,"December. Released 2014, December",160.0,150.1,72.7,9.6,5.0,63.2,720.0,1280.0,16:9,294.0,Android 4.4.4 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 625,2000,70 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,IPS,HTC287,True,True,2016.0,"August. Released 2016, August",140.1,147.3,71.1,8.4,5.0,65.8,720.0,1280.0,16:9,294.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 626,2000,180 EUR,Mediatek MT6752Qualcomm Snapdragon 410 (28 nm),Mali-T760MP2Adreno 306,IPS,HTC287,False,False,2014.0,"February. Released 2015, March",140.0,146.9,70.9,8.2,5.0,66.2,720.0,1280.0,16:9,294.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 626G+,2000,250 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,IPS,HTC287,False,False,2015.0,"April. Released 2015, April",138.0,146.9,70.9,8.2,5.0,66.2,720.0,1280.0,16:9,294.0,Android 4.4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 626s,2000,190 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,IPS,HTC287,False,False,2015.0,"July. Released 2015, July",138.9,146.8,70.9,8.1,5.0,66.2,720.0,1280.0,16:9,294.0,Android 5.1.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Desire 628,2200,200 EUR,Mediatek MT6753 (28 nm),Mali-T720MP3,IPS,HTC287,False,False,2016.0,"May. Released 2016, June",142.0,146.9,70.9,8.1,5.0,66.2,720.0,1280.0,16:9,294.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Desire 630,2200,190 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,Super,HTC287,False,False,2016.0,"February. Released 2016, June",140.0,146.9,70.9,8.3,5.0,66.2,720.0,1280.0,16:9,294.0,Android 6.0 ,4.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,4.1
Desire 650,2200,170 EUR,Qualcomm MSM8928 Snapdragon 400 (28 nm),Adreno 305,IPS,HTC287,False,False,2016.0,"November. Released 2016, December",140.0,146.9,70.9,8.4,5.0,66.2,720.0,1280.0,16:9,294.0,Android 6.0 ,4.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,True,4.1
Desire 700,2100,220 EUR,Spreadtrum Shark,Mali-400,IPS,HTC287,False,False,2014.0,"January. Released 2014, January",149.0,145.5,72.0,10.3,5.0,65.8,540.0,960.0,16:9,220.0,Android 4.1.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Desire 700 dual sim,2100,250 EUR,Spreadtrum Shark,Mali-400,IPS,HTC287,False,False,2013.0,"November. Released 2014, January",149.0,145.5,72.0,10.3,5.0,65.8,540.0,960.0,16:9,220.0,Android 4.1.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Desire 728 Ultra,2800,220 EUR,Mediatek MT6753 (28 nm),Mali-T720MP3,Super,HTC287,False,False,2016.0,August,153.0,157.9,77.8,7.9,5.5,67.9,720.0,1280.0,16:9,267.0,Android 5.1.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Desire 728 dual sim,2800,240 EUR,Mediatek MT6753 (28 nm),Mali-T720MP3,Super,HTC287,False,False,2015.0,"September. Released 2015, November",153.0,157.9,77.8,7.9,5.5,67.9,720.0,1280.0,16:9,267.0,Android 5.1.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Desire 816,2600,250 EUR,Qualcomm MSM8928 Snapdragon 400 (28 nm),Adreno 305,Super,HTC287,False,False,2014.0,"February. Released 2014, March",165.0,156.6,78.7,7.9,5.5,67.7,720.0,1280.0,16:9,267.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Desire 816 dual sim,2600,250 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,Super,HTC287,False,False,2014.0,"May. Released 2014, May",165.0,156.6,78.7,7.9,5.5,67.7,720.0,1280.0,16:9,267.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 816G dual sim,2600,260 EUR,Mediatek MT6582 - India model,Mali-400MP2 - India model,Super,HTC287,False,False,2014.0,"September. Released 2014, October",158.0,156.6,78.7,8.0,5.5,67.7,720.0,1280.0,16:9,267.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 820,2600,340 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,LCD,HTC287,False,False,2014.0,"September. Released 2014, November",155.0,157.7,78.7,7.7,5.5,67.2,720.0,1280.0,16:9,267.0,Android 4.4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
Desire 820 dual sim,2600,320 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,LCD,HTC287,False,False,2014.0,"September. Released 2014, November",155.0,157.7,78.7,7.7,5.5,67.2,720.0,1280.0,16:9,267.0,Android 4.4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
Desire 820G+ dual sim,2600,180 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,IPS,HTC287,False,False,2015.0,"May. Released 2015, June",154.5,157.7,78.7,7.7,5.5,67.2,720.0,1280.0,16:9,267.0,Android 4.4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 820q dual sim,2600,260 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,TFT,HTC287,False,False,2014.0,"October. Released 2014, October",155.0,157.7,78.7,7.7,5.5,67.2,720.0,1280.0,16:9,267.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Desire 820s dual sim,2600,370 EUR,Mediatek MT6752 (28 nm),Mali-T760MP2,IPS,HTC287,False,False,2015.0,"March. Released 2015, March",155.0,157.7,78.7,7.7,5.5,67.2,720.0,1280.0,16:9,267.0,Android 4.4.4 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Desire 825,2700,240 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,Super,HTC287,False,False,2016.0,"February. Released 2016, April",155.0,156.9,76.9,7.4,5.5,69.1,720.0,1280.0,16:9,267.0,Android 6.0 ,4.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,4.1
Desire 826 dual sim,2600,200 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,Super,HTC287,False,False,2015.0,"January. Released 2015, March",183.0,158.0,77.5,8.0,5.5,68.1,1080.0,1920.0,16:9,401.0,Android 5.0.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.1
Desire 828 dual sim,2800,130 EUR,Mediatek MT6753 (28 nm),Mali-T720MP3,IPS,HTC287,False,False,2015.0,"November. Released 2015, November",148.0,157.7,78.9,7.9,5.5,67.0,1080.0,1920.0,16:9,401.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Desire 830,2800,200 EUR,Mediatek MT6795 Helio X10 (28 nm),PowerVR G6200,Super,HTC287,False,False,2016.0,"May. Released 2016, May",156.0,157.5,78.9,7.8,5.5,67.1,1080.0,1920.0,16:9,401.0,Android 6.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.1
Desire Eye,2400,380 EUR,Qualcomm Snapdragon 801 (28 nm),Adreno 330,IPS,HTC287,False,False,2014.0,"October. Released 2014, November",154.0,151.7,73.8,8.5,5.2,66.6,1080.0,1920.0,16:9,424.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
Desire SV,1620,270 EUR,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,Super,HTC287,False,False,2012.0,"November. Released 2012, November",131.0,129.7,67.9,10.7,4.3,59.8,480.0,800.0,5:3,217.0,Android 4.0.4 ,2.0,Single,None,True,False,Wi-Fi 802.11 b/g/n,False,4.0
Desire X,1650,190 EUR,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,Super,HTC287,False,False,2012.0,"August. Released 2012, October",114.0,118.5,62.3,9.3,4.0,61.7,480.0,800.0,5:3,233.0,Android 4.0 ,2.0,Single,None,True,False,Wi-Fi 802.11 b/g/n,False,4.0
Desire XC,1650,180 EUR,None,None,TFT,HTC287,False,False,2013.0,"July. Released 2013, July",107.0,119.5,62.3,9.4,4.0,61.2,480.0,800.0,5:3,233.0,Android 4.0 ,2.0,Single,None,True,False,Wi-Fi 802.11 b/g/n,False,4.0
EVO 3D,1730,150 EUR,Qualcomm MSM8660 Snapdragon S3,Adreno 220,3D,HTC287,False,False,2011.0,"Q1. Released 2011, July",170.0,126.0,65.0,12.1,4.3,62.2,540.0,960.0,16:9,256.0,Android 2.3 ,2.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,3.0
EVO 3D CDMA,1730,220 EUR,Qualcomm MSM8660 Snapdragon S3,Adreno 220,3D,HTC287,False,False,2011.0,"March. Released 2011, June",170.1,127.0,66.0,11.9,4.3,60.8,540.0,960.0,16:9,256.0,Android 2.3 ,2.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,3.0
Enact VS890,2460,260 EUR,Qualcomm MSM8930 Snapdragon 400 (28 nm),Adreno 305,TFT,LG667,False,False,2013.0,"August. Released 2013, August",169.8,111.0,52.3,15.8,4.0,78.4,480.0,800.0,5:3,233.0,Android 4.1.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Enjoy 10,4000,150 EUR,Kirin 710F (12 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2019.0,October,176.0,159.8,76.1,8.1,6.39,82.4,720.0,1560.0,5:9,269.0,Android 9.0 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 b/g/n,False,5.0
Enjoy 10 Plus,4000,190 EUR,Kirin 710F (12 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2019.0,September,163.5,163.5,77.3,8.8,6.59,84.3,1080.0,2340.0,5:9,391.0,Android 9.0 ,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Enjoy 10e,5000,120 EUR,Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,IPS,Huawei441,False,False,2020.0,March 01,185.0,159.1,74.1,9.0,6.3,81.3,720.0,1600.0,20:9,278.0,Android 10,8.0,Dual,Single,True,True,Wi-Fi 802.11 b/g/n,False,5.0
Enjoy 10s,4000,200 EUR,Kirin 710F (12 nm),Mali-G51 MP4,OLED,Huawei441,False,False,2019.0,October 28,163.0,157.4,73.2,7.8,6.3,83.2,1080.0,2400.0,20:9,418.0,Android 9.0 ,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Enjoy 20 5G,5000,210 EUR,Mediatek Dimensity 720 (7 nm),Mali-G57 MC2,IPS,Huawei441,False,False,2020.0,September 03,188.0,165.2,76.0,9.2,6.6,83.8,720.0,1600.0,20:9,266.0,Android 10,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Enjoy 20 Plus 5G,4200,280 EUR,Mediatek Dimensity 720 (7 nm),Mali-G57 MC2,IPS,Huawei441,False,False,2020.0,September 03,197.0,163.5,76.5,9.0,6.63,84.8,1080.0,2400.0,20:9,397.0,Android 10,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Enjoy 20 Pro,4000,250 EUR,Mediatek Dimensity 800 (7 nm),Mali-G57MP4,IPS,Huawei441,False,False,2020.0,June 19,192.0,160.0,75.3,8.4,6.5,84.7,1080.0,2400.0,20:9,405.0,Android 10,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Enjoy 20 SE,5000,160 EUR,Kirin 710A (14 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2020.0,December 23,206.0,165.7,76.9,9.3,6.67,84.3,1080.0,2400.0,20:9,395.0,Android 10,8.0,Triple,Single,True,True,Wi-Fi 802.11 b/g/n,False,5.1
Enjoy 20e,5000,130 EUR,Mediatek MT6765 Helio P35 (12nm)Kirin 710A (14 nm) - 128GB 6GB RAM only,PowerVR GE8320Mali-G51 MP4 - 128GB 6GB RAM only,IPS,Huawei441,False,False,2021.0,October 28,185.0,159.1,74.1,9.0,6.3,81.3,720.0,1600.0,20:9,278.0,HarmonyOS 2.0 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 b/g/n,False,5.0
Enjoy 50z,5000,150 EUR,None,None,IPS,Huawei441,False,False,2022.0,December 09,188.0,164.3,75.8,8.9,6.52,82.4,720.0,1600.0,20:9,269.0,HarmonyOS 2.0,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Enjoy 5s,2200,200 EUR,Mediatek MT6753T,Mali-T720MP3,IPS,Huawei441,False,False,2015.0,"December. Released 2015, December",135.0,143.5,71.0,7.6,5.0,67.6,720.0,1280.0,16:9,294.0,Android 5.1.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Enjoy 6,4100,200 EUR,Mediatek MT6750 (28 nm),Mali-T860MP2,OLED,Huawei441,False,False,2016.0,"October. Released 2016, November",145.0,143.2,70.4,7.9,5.0,68.8,720.0,1280.0,16:9,293.0,Android 6.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Enjoy 6s,3020,250 EUR,Qualcomm MSM8940 Snapdragon 435 (28 nm),Adreno 505,OLED,Huawei441,False,False,2016.0,"December. Released 2017, January",138.0,143.5,69.9,7.6,5.0,68.7,720.0,1280.0,16:9,294.0,Android 6.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Enjoy 9,4000,130 EUR,Qualcomm SDM450 Snapdragon 450 (14 nm),Adreno 506,IPS,Huawei441,False,False,2018.0,December,168.0,158.9,76.9,8.1,6.26,80.0,720.0,1520.0,19:9,269.0,Android 8.1 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Enjoy 9e,3020,120 EUR,Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,IPS,Huawei441,False,False,2019.0,March,150.0,156.3,73.5,8.0,6.09,78.7,720.0,1560.0,5:9,283.0,Android 9.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Enjoy 9s,3400,200 EUR,Kirin 710 (12 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2019.0,March,160.0,155.2,73.4,8.0,6.21,83.1,1080.0,2340.0,5:9,415.0,Android 9.0 ,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Enjoy Tablet 2,5100,200 EUR,Kirin 710A (14 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2020.0,July 30,450.0,240.2,159.0,7.9,10.1,77.4,1200.0,1920.0,16:10,224.0,Android 10,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Enjoy Z 5G,4000,220 EUR,Mediatek Dimensity 800 (7 nm),Mali-G57MP4,IPS,Huawei441,False,False,2020.0,May 24,182.0,160.0,75.3,8.4,6.5,84.7,1080.0,2400.0,20:9,405.0,Android 10,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Escape P870,2150,180 EUR,Qualcomm MSM8960L Snapdragon  S4 Plus,Adreno 225,IPS,LG667,False,False,2012.0,"September. Released 2012, September",128.0,126.0,65.0,9.0,4.3,62.2,540.0,960.0,16:9,256.0,Android 4.0.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Evo 4G LTE,2000,180 EUR,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,Super,HTC287,False,False,2012.0,"April. Released 2012, May",134.0,134.8,68.9,8.9,4.7,65.6,720.0,1280.0,16:9,312.0,Android 4.0.3 ,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
Evolve 2,1400,60 EUR,None,None,IPS,alcatel409,False,False,2014.0,"October. Released 2014, October",121.1,121.6,64.5,11.7,4.0,58.1,480.0,800.0,5:3,233.0,Android 4.4.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Exhilarate i577,1750,240 EUR,None,None,Super,Samsung1383,False,False,2012.0,"January. Released 2012, June",130.0,122.0,63.0,12.0,4.0,59.3,480.0,800.0,5:3,233.0,Android 2.3.6 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Exodus 1s,3075,220 EUR,Qualcomm SDM435 Snapdragon 435 (28 nm),Adreno 505,IPS,HTC287,False,False,2019.0,October 19,150.0,154.2,72.7,8.3,5.7,74.8,720.0,1440.0,18:9,282.0,Android 8.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
F60,2100,100 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,LG667,False,False,2014.0,"September. Released 2014, October",129.6,127.5,67.9,10.6,4.5,66.6,480.0,800.0,5:3,207.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
F70 D315,2440,200 EUR,Qualcomm MSM8926 Snapdragon 400 (28 nm),Adreno 305,IPS,LG667,False,False,2014.0,"February. Released 2014, May",129.6,127.2,66.4,10.0,4.5,68.2,480.0,800.0,5:3,207.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Fierce,1800,110 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,TFT,alcatel409,False,False,2013.0,"September. Released 2013, October",130.0,130.3,67.0,9.0,4.5,63.9,540.0,960.0,16:9,245.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Fierce 2,2000,90 EUR,None,None,IPS,alcatel409,False,False,2014.0,"August. Released 2014, September",149.1,141.0,71.9,9.9,5.0,68.0,540.0,960.0,16:9,220.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Fierce 4,2500,80 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,IPS,alcatel409,False,False,2016.0,"August. Released 2016, August",163.9,150.9,77.0,8.1,5.5,71.8,720.0,1280.0,16:9,267.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Fierce XL,2500,130 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,IPS,alcatel409,False,False,2015.0,"October. Released 2015, November",173.0,151.9,77.8,9.5,5.5,70.6,720.0,1280.0,16:9,267.0,Android 5.1.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Fire C,1300,30 EUR,None,None,TFT,alcatel409,False,False,2014.0,"February. Released 2014, Q2",100.0,112.2,62.0,12.0,3.5,52.4,320.0,480.0,3:2,165.0,Firefox OS 1.3,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,2.1
Fire E,1700,70 EUR,None,None,IPS,alcatel409,False,False,2014.0,"February. Released 2014, Q3",103.0,129.0,63.5,8.2,4.5,68.1,540.0,960.0,16:9,245.0,Firefox OS 1.3,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
First,2000,200 EUR,Qualcomm MSM8930 Snapdragon 400 (28 nm),Adreno 305,Super,HTC287,False,False,2013.0,"April. Released 2013, April",123.9,126.0,65.0,8.9,4.3,62.2,720.0,1280.0,16:9,342.0,Android 4.1 ,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
Flash 2,3000,230 EUR,Mediatek MT6753 (28 nm),Mali-T720MP3,IPS,alcatel409,False,False,2015.0,"September. Released 2015, September",140.0,145.8,70.4,9.0,5.0,67.1,720.0,1280.0,16:9,294.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Flash Plus,3500,130 EUR,Mediatek MT6752M,Mali-T760MP2,IPS,alcatel409,False,False,2015.0,"May. Released 2015, May",147.0,152.3,76.4,8.0,5.5,71.7,720.0,1280.0,16:9,267.0,Android 4.4.4 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Flash Plus 2,3000,140 EUR,Mediatek MT6755 Helio P10 (28 nm),Mali-T860MP2,IPS,alcatel409,False,False,2016.0,"May. Released 2016, May",157.0,152.6,76.4,8.2,5.5,71.5,1080.0,1920.0,16:9,401.0,Android 6.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,4.1
Fonepad 7,3950,220 EUR,Intel Atom Z2560,PowerVR SGX544MP2,IPS,Asus203,False,False,2013.0,"September. Released 2013, October",328.0,196.8,120.0,10.5,7.0,60.2,800.0,1280.0,16:10,216.0,Android 4.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,3.0
Fonepad 7 (2014),3910,100 EUR,Intel Atom Z2520,PowerVR SGX544MP2,IPS,Asus203,False,False,2014.0,"May. Released 2014, May",290.0,192.0,110.0,10.7,7.0,65.3,600.0,1024.0,16:9,170.0,Android 4.3 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Fonepad 7 FE171CG,3950,160 EUR,Intel Atom Z2520,PowerVR SGX544MP2,IPS,Asus203,False,False,2015.0,"January. Released 2015, January",280.0,196.0,110.6,7.9,7.0,63.6,600.0,1024.0,16:9,170.0,Android 4.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Fonepad 7 FE375CL,3950,220 EUR,Intel Atom Z3530,PowerVR G6430,IPS,Asus203,False,False,2015.0,"February. Released 2015, March",299.0,194.3,108.9,9.8,7.0,67.1,800.0,1280.0,16:10,216.0,Android 5.0.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Fonepad Note FHD6,3200,350 EUR,Intel Atom Z2580,PowerVR SGX544MP2,Super,Asus203,False,False,2013.0,"June. Released 2013, November",210.0,164.8,88.8,10.3,6.0,67.8,1080.0,1920.0,16:9,367.0,Android 4.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,3.0
G,4000,140 EUR,Qualcomm SM4250 Snapdragon 460 (11 nm),Adreno 610,IPS,Nokia576,False,False,2021.0,April 08,180.0,161.0,76.0,8.7,6.38,81.7,720.0,1560.0,5:9,269.0,Android 11,8.0,Quad,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.2
G Flex,3500,360 EUR,Qualcomm MSM8974 Snapdragon 800 (28 nm),Adreno 330,Curved,LG667,False,False,2013.0,"October. Released 2013, November",177.0,160.5,81.6,8.7,6.0,75.8,720.0,1280.0,16:9,245.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.0
G Flex2,3000,270 EUR,Qualcomm MSM8994 Snapdragon 810 (20 nm),Adreno 430,Curved,LG667,False,False,2015.0,"January. Released 2015, February",152.0,149.1,75.3,9.4,5.5,73.5,1080.0,1920.0,16:9,403.0,Android 5.0.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.1
G Pad 10.1,8000,260 EUR,Qualcomm MSM8226 Snapdragon 400 (28 nm),Adreno 305,IPS,LG667,False,False,2014.0,"May. Released 2014, July",523.0,260.9,165.9,8.9,10.1,68.3,1280.0,800.0,16:10,149.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
G Pad 10.1 LTE,8000,270 EUR,None,None,IPS,LG667,False,False,2014.0,"July. Released 2014, July",535.8,260.9,165.9,8.9,10.1,68.3,1280.0,800.0,16:10,149.0,Android 5.0.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
G Pad 5 10.1,8200,340 EUR,Qualcomm MSM8996 Snapdragon 821 (14 nm),Adreno 530,IPS,LG667,False,False,2019.0,October,498.0,247.2,150.7,8.0,10.1,79.4,1200.0,1920.0,16:10,224.0,Android 9.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
